"Step","r2-10_pt_20k - valid_epoch_vdc_acc","r2-10_pt_20k - valid_epoch_vdc_acc__MIN","r2-10_pt_20k - valid_epoch_vdc_acc__MAX","r2-10_pt_20k - train_epoch_vdc_acc","r2-10_pt_20k - train_epoch_vdc_acc__MIN","r2-10_pt_20k - train_epoch_vdc_acc__MAX"
"1106","","","","0.5333359837532043","0.5333359837532043","0.5333359837532043"
"1107","0.43013444542884827","0.43013444542884827","0.43013444542884827","","",""
"1116","","","","0.5369044542312622","0.5369044542312622","0.5369044542312622"
"1117","0.4220433831214905","0.4220433831214905","0.4220433831214905","","",""
"1126","","","","0.54429030418396","0.54429030418396","0.54429030418396"
"1127","0.04621375352144241","0.04621375352144241","0.04621375352144241","","",""
"1136","","","","0.5191931128501892","0.5191931128501892","0.5191931128501892"
"1137","0.09497146308422089","0.09497146308422089","0.09497146308422089","","",""
"1146","","","","0.5090797543525696","0.5090797543525696","0.5090797543525696"
"1147","0.1515723019838333","0.1515723019838333","0.1515723019838333","","",""
"1156","","","","0.4920205771923065","0.4920205771923065","0.4920205771923065"
"1157","0.04602088779211044","0.04602088779211044","0.04602088779211044","","",""
"1166","","","","0.5221653580665588","0.5221653580665588","0.5221653580665588"
"1167","0.01469435729086399","0.01469435729086399","0.01469435729086399","","",""
"1176","","","","0.506467878818512","0.506467878818512","0.506467878818512"
"1177","0.22021330893039703","0.22021330893039703","0.22021330893039703","","",""
"1186","","","","0.5506024956703186","0.5506024956703186","0.5506024956703186"
"1187","0.5411900877952576","0.5411900877952576","0.5411900877952576","","",""
"1195","","","","0.5312387347221375","0.5312387347221375","0.5312387347221375"
"1196","0.07389119267463684","0.07389119267463684","0.07389119267463684","","",""
"1205","","","","0.537119448184967","0.537119448184967","0.537119448184967"
"1206","0.3065243065357208","0.3065243065357208","0.3065243065357208","","",""
"1215","","","","0.5476669669151306","0.5476669669151306","0.5476669669151306"
"1216","0.3475399315357208","0.3475399315357208","0.3475399315357208","","",""
"1225","","","","0.5331679582595825","0.5331679582595825","0.5331679582595825"
"1226","0.2691332697868347","0.2691332697868347","0.2691332697868347","","",""
"1235","","","","0.612400233745575","0.612400233745575","0.612400233745575"
"1236","0.4587364196777344","0.4587364196777344","0.4587364196777344","","",""
"1245","","","","0.604108452796936","0.604108452796936","0.604108452796936"
"1246","0.2223256379365921","0.2223256379365921","0.2223256379365921","","",""
"1255","","","","0.6395886540412903","0.6395886540412903","0.6395886540412903"
"1256","0.12468161433935165","0.12468161433935165","0.12468161433935165","","",""
"1265","","","","0.587470531463623","0.587470531463623","0.587470531463623"
"1266","0.3504665493965149","0.3504665493965149","0.3504665493965149","","",""
"1275","","","","0.6107140183448792","0.6107140183448792","0.6107140183448792"
"1276","0.480000376701355","0.480000376701355","0.480000376701355","","",""
"1285","","","","0.588866651058197","0.588866651058197","0.588866651058197"
"1286","0.5181046724319458","0.5181046724319458","0.5181046724319458","","",""
"1294","","","","0.6070247292518616","0.6070247292518616","0.6070247292518616"
"1295","0.44850850105285645","0.44850850105285645","0.44850850105285645","","",""
"1304","","","","0.5877624154090881","0.5877624154090881","0.5877624154090881"
"1305","0.4792962670326233","0.4792962670326233","0.4792962670326233","","",""
"1314","","","","0.5934025049209595","0.5934025049209595","0.5934025049209595"
"1315","0.3282168507575989","0.3282168507575989","0.3282168507575989","","",""
"1324","","","","0.5982570648193359","0.5982570648193359","0.5982570648193359"
"1325","0.4311997890472412","0.4311997890472412","0.4311997890472412","","",""
"1334","","","","0.5908434987068176","0.5908434987068176","0.5908434987068176"
"1335","0.3343241810798645","0.3343241810798645","0.3343241810798645","","",""
"1344","","","","0.6074278354644775","0.6074278354644775","0.6074278354644775"
"1345","0.3412703275680542","0.3412703275680542","0.3412703275680542","","",""
"1354","","","","0.6339505910873413","0.6339505910873413","0.6339505910873413"
"1355","0.6989799737930298","0.6989799737930298","0.6989799737930298","","",""
"1364","","","","0.569570779800415","0.569570779800415","0.569570779800415"
"1365","0.1642063856124878","0.1642063856124878","0.1642063856124878","","",""
"1374","","","","0.5512132048606873","0.5512132048606873","0.5512132048606873"
"1375","0.12411221116781235","0.12411221116781235","0.12411221116781235","","",""
"1384","","","","0.6073632836341858","0.6073632836341858","0.6073632836341858"
"1385","0.578170895576477","0.578170895576477","0.578170895576477","","",""
"1393","","","","0.5760806798934937","0.5760806798934937","0.5760806798934937"
"1394","0.6187518239021301","0.6187518239021301","0.6187518239021301","","",""
"1403","","","","0.5649396777153015","0.5649396777153015","0.5649396777153015"
"1404","0.34735316038131714","0.34735316038131714","0.34735316038131714","","",""
"1413","","","","0.583419680595398","0.583419680595398","0.583419680595398"
"1414","0.48671385645866394","0.48671385645866394","0.48671385645866394","","",""
"1423","","","","0.6305043697357178","0.6305043697357178","0.6305043697357178"
"1424","0.5575896501541138","0.5575896501541138","0.5575896501541138","","",""
"1433","","","","0.584260106086731","0.584260106086731","0.584260106086731"
"1434","0.008902331814169884","0.008902331814169884","0.008902331814169884","","",""
"1443","","","","0.5901497602462769","0.5901497602462769","0.5901497602462769"
"1444","0.0962725281715393","0.0962725281715393","0.0962725281715393","","",""
"1453","","","","0.6013044118881226","0.6013044118881226","0.6013044118881226"
"1454","0.43425196409225464","0.43425196409225464","0.43425196409225464","","",""
"1463","","","","0.5811484456062317","0.5811484456062317","0.5811484456062317"
"1464","0.14203932881355286","0.14203932881355286","0.14203932881355286","","",""
"1473","","","","0.6287939548492432","0.6287939548492432","0.6287939548492432"
"1474","0.20138616859912872","0.20138616859912872","0.20138616859912872","","",""
"1483","","","","0.6902137398719788","0.6902137398719788","0.6902137398719788"
"1484","0.4705347716808319","0.4705347716808319","0.4705347716808319","","",""
"1492","","","","0.6071063876152039","0.6071063876152039","0.6071063876152039"
"1493","0.6453363299369812","0.6453363299369812","0.6453363299369812","","",""
"1502","","","","0.6423175930976868","0.6423175930976868","0.6423175930976868"
"1503","0.017884258180856705","0.017884258180856705","0.017884258180856705","","",""
"1512","","","","0.5513056516647339","0.5513056516647339","0.5513056516647339"
"1513","0.6066718697547913","0.6066718697547913","0.6066718697547913","","",""
"1522","","","","0.6283209323883057","0.6283209323883057","0.6283209323883057"
"1523","0.8432081341743469","0.8432081341743469","0.8432081341743469","","",""
"1532","","","","0.6643007397651672","0.6643007397651672","0.6643007397651672"
"1533","0.7943892478942871","0.7943892478942871","0.7943892478942871","","",""
"1542","","","","0.6184553503990173","0.6184553503990173","0.6184553503990173"
"1543","0.49479880928993225","0.49479880928993225","0.49479880928993225","","",""
"1552","","","","0.5706907510757446","0.5706907510757446","0.5706907510757446"
"1553","0.08764878660440445","0.08764878660440445","0.08764878660440445","","",""
"1562","","","","0.6363168358802795","0.6363168358802795","0.6363168358802795"
"1563","0.16895756125450134","0.16895756125450134","0.16895756125450134","","",""
"1572","","","","0.6816789507865906","0.6816789507865906","0.6816789507865906"
"1573","0.10011755675077438","0.10011755675077438","0.10011755675077438","","",""
"1582","","","","0.5608310699462891","0.5608310699462891","0.5608310699462891"
"1583","0.3051559031009674","0.3051559031009674","0.3051559031009674","","",""
"1591","","","","0.6383951902389526","0.6383951902389526","0.6383951902389526"
"1592","0.7201734781265259","0.7201734781265259","0.7201734781265259","","",""
"1601","","","","0.5625826716423035","0.5625826716423035","0.5625826716423035"
"1602","0.497961163520813","0.497961163520813","0.497961163520813","","",""
"1611","","","","0.6284353733062744","0.6284353733062744","0.6284353733062744"
"1612","0.3850686848163605","0.3850686848163605","0.3850686848163605","","",""
"1621","","","","0.6198636889457703","0.6198636889457703","0.6198636889457703"
"1622","0.012530000880360603","0.012530000880360603","0.012530000880360603","","",""
"1631","","","","0.6676260828971863","0.6676260828971863","0.6676260828971863"
"1632","0.5282989144325256","0.5282989144325256","0.5282989144325256","","",""
"1641","","","","0.6201943755149841","0.6201943755149841","0.6201943755149841"
"1642","0.12401119619607925","0.12401119619607925","0.12401119619607925","","",""
"1651","","","","0.6394569873809814","0.6394569873809814","0.6394569873809814"
"1652","0.3742438554763794","0.3742438554763794","0.3742438554763794","","",""
"1661","","","","0.6169627904891968","0.6169627904891968","0.6169627904891968"
"1662","0.014679051004350185","0.014679051004350185","0.014679051004350185","","",""
"1671","","","","0.6385038495063782","0.6385038495063782","0.6385038495063782"
"1672","0.5091778039932251","0.5091778039932251","0.5091778039932251","","",""
"1681","","","","0.5594427585601807","0.5594427585601807","0.5594427585601807"
"1682","0.601932942867279","0.601932942867279","0.601932942867279","","",""
"1690","","","","0.5699463486671448","0.5699463486671448","0.5699463486671448"
"1691","0.7275604605674744","0.7275604605674744","0.7275604605674744","","",""
"1700","","","","0.5759800672531128","0.5759800672531128","0.5759800672531128"
"1701","0.024836525321006775","0.024836525321006775","0.024836525321006775","","",""
"1710","","","","0.6068246364593506","0.6068246364593506","0.6068246364593506"
"1711","0.5131392478942871","0.5131392478942871","0.5131392478942871","","",""
"1720","","","","0.6410046219825745","0.6410046219825745","0.6410046219825745"
"1721","0.18226513266563416","0.18226513266563416","0.18226513266563416","","",""
"1730","","","","0.6190164089202881","0.6190164089202881","0.6190164089202881"
"1731","0.027634575963020325","0.027634575963020325","0.027634575963020325","","",""
"1740","","","","0.6116697788238525","0.6116697788238525","0.6116697788238525"
"1741","0.7940952777862549","0.7940952777862549","0.7940952777862549","","",""
"1750","","","","0.6197787523269653","0.6197787523269653","0.6197787523269653"
"1751","0.42458730936050415","0.42458730936050415","0.42458730936050415","","",""
"1760","","","","0.6379360556602478","0.6379360556602478","0.6379360556602478"
"1761","0.6724902391433716","0.6724902391433716","0.6724902391433716","","",""
"1770","","","","0.6989283561706543","0.6989283561706543","0.6989283561706543"
"1771","0.7625759840011597","0.7625759840011597","0.7625759840011597","","",""
"1780","","","","0.5832422375679016","0.5832422375679016","0.5832422375679016"
"1781","0.6849468350410461","0.6849468350410461","0.6849468350410461","","",""
"1789","","","","0.6071022152900696","0.6071022152900696","0.6071022152900696"
"1790","0.7178346514701843","0.7178346514701843","0.7178346514701843","","",""
"1799","","","","0.6765429973602295","0.6765429973602295","0.6765429973602295"
"1800","0.4339182674884796","0.4339182674884796","0.4339182674884796","","",""
"1809","","","","0.6735675930976868","0.6735675930976868","0.6735675930976868"
"1810","0.09214892983436584","0.09214892983436584","0.09214892983436584","","",""
"1819","","","","0.6664227843284607","0.6664227843284607","0.6664227843284607"
"1820","0.02185785584151745","0.02185785584151745","0.02185785584151745","","",""
"1829","","","","0.6100752949714661","0.6100752949714661","0.6100752949714661"
"1830","0.21417638659477234","0.21417638659477234","0.21417638659477234","","",""
"1839","","","","0.681547999382019","0.681547999382019","0.681547999382019"
"1840","0.2925677001476288","0.2925677001476288","0.2925677001476288","","",""
"1849","","","","0.623995840549469","0.623995840549469","0.623995840549469"
"1850","0.5627020597457886","0.5627020597457886","0.5627020597457886","","",""
"1859","","","","0.618582546710968","0.618582546710968","0.618582546710968"
"1860","0.1480731964111328","0.1480731964111328","0.1480731964111328","","",""
"1869","","","","0.6964671611785889","0.6964671611785889","0.6964671611785889"
"1870","0.7323606610298157","0.7323606610298157","0.7323606610298157","","",""
"1879","","","","0.5551832318305969","0.5551832318305969","0.5551832318305969"
"1880","0.6691688299179077","0.6691688299179077","0.6691688299179077","","",""
"1888","","","","0.5833202600479126","0.5833202600479126","0.5833202600479126"
"1889","0.16735954582691193","0.16735954582691193","0.16735954582691193","","",""
"1898","","","","0.6313555240631104","0.6313555240631104","0.6313555240631104"
"1899","0.6423577070236206","0.6423577070236206","0.6423577070236206","","",""
"1908","","","","0.6612803936004639","0.6612803936004639","0.6612803936004639"
"1909","0.5943745374679565","0.5943745374679565","0.5943745374679565","","",""
"1918","","","","0.6094521284103394","0.6094521284103394","0.6094521284103394"
"1919","0.04708316922187805","0.04708316922187805","0.04708316922187805","","",""
"1928","","","","0.6883071064949036","0.6883071064949036","0.6883071064949036"
"1929","0.8457949161529541","0.8457949161529541","0.8457949161529541","","",""
"1938","","","","0.6777217388153076","0.6777217388153076","0.6777217388153076"
"1939","0.5133473873138428","0.5133473873138428","0.5133473873138428","","",""
"1948","","","","0.6041039824485779","0.6041039824485779","0.6041039824485779"
"1949","0.7165305018424988","0.7165305018424988","0.7165305018424988","","",""
"1958","","","","0.6328734159469604","0.6328734159469604","0.6328734159469604"
"1959","0.8069651126861572","0.8069651126861572","0.8069651126861572","","",""
"1968","","","","0.6383683085441589","0.6383683085441589","0.6383683085441589"
"1969","0.11278531700372696","0.11278531700372696","0.11278531700372696","","",""
